name,user_id,verified,username,location,created_at,possibly_sensitive,lang,tweet_id,edit_history_tweet_ids,source,text,type,geo.coordinates.type,geo.coordinates.coordinates
julmilan,3048303835,False,julianmilmillan,"Distrito Federal, México",2022-11-19 18:02:02+00:00,False,es,1594028238891732993,['1594028238891732993'],Twitter for iPhone,"¡NOS RESPETA!😎

Robert Lewandowski habló sobre la selección mexicana: ""Queremos ganar y cuando vemos que los jugadores de México tienen la calidad, los laterales son buenos, y estamos preparados para detener el ataque""🎙️

#robertlewandowski #polonia #seleccionmexicana #qatar2022 https://t.co/Ot4Zd3wRow",,,
Diario de México,98670246,False,DDMexico,México,2022-11-19 17:58:36+00:00,False,es,1594027376106737665,['1594027376106737665'],Twitter for iPhone,Dos americanistas en la #SeleccionMexicana coladera y torpedo.,,,
A Nivel de Cancha,346839543,False,aniveldecancha_,"Guadalajara, Jal",2022-11-19 02:22:01+00:00,False,es,1593791678254501888,['1593791678254501888'],Twitter Web App,"Cuauhtémoc Blanco indicó que México no es menos que Argentina por contar con Messi, ya que el Tri tiene a Hirving Lozano. #CuauhtémocBlanco #SelecciónMexicana #SelecciónArgentina #LionelMessi #HirvingLozano 
#RBA 
https://t.co/KdPW048Z7F",,,
Customcar,1477703590424850432,False,Customcarmx,,2022-11-19 02:16:34+00:00,False,es,1593790305060298753,['1593790305060298753'],Instagram,"¡PARA TODO HAY TIEMPO! 🇲🇽🚲

Algunos jugadores del TRI se tomaron un tiempo para relajarse en un paseo en bici por su hotel

#fmf #seleccionmexicana 
#proesagainforma 
#mexico https://t.co/E8N0GXpaIf",,,
Chekate Esto,1570991276312465408,False,chekate_esto,,2022-11-19 02:16:31+00:00,False,es,1593790293547032576,['1593790293547032576'],Twitter Web App,"El Mundial de #Brasil2014 también tiene amargos recuerdos, el #NoEraPenal de #ArjenRobben que elimina a #Mexico en octavos.

#Qatar2022  #MundialDeFutbol  #Mexico  #SeleccionMexicana  #BenjamìnSegoviano  #LaSendaDelTri

https://t.co/2jyg921fYJ",,,
NoPasaNadaMX,466020659,False,NoPasaNada_mx,"Navojoa, Sonora, México",2022-11-19 02:15:24+00:00,False,es,1593790012826468352,['1593790012826468352'],Twitter Web App,"#UdeC

Entrena el Tri por primera vez en tierras mundialistas
 
https://t.co/8et0cLx6bM

#Deportes #futbol #SeleccionMexicana #RumboaCatar2022 https://t.co/U2cfYRvDdI",,,
TUDN USA,89225092,True,TUDNUSA,United States,2022-11-19 02:07:13+00:00,False,es,1593787951842209792,['1593787951842209792'],Twitter for Android,"Así prepara el Tata Martino el debut de @miseleccionmx ante Polonia.
#Qatar2022 #SeleccionMexicana  #Mexico https://t.co/cMbKo4OzLf",,,
DesdeLaBanca,1493777803149414400,False,DesdeLaBancaByG,,2022-11-19 02:04:56+00:00,False,es,1593787375322365952,['1593787375322365952'],Twitter for Android,"¡Tengan fe cabrones! 
▪︎ Este mundial la selección tiene mejores oportunidades que nunca de ganar. Sin alcohol, mujeres o  fiestas ... 
¡Sólo podrán jugar Fútbol !!!
#SeleccionMexicana 
#México #Qatar 
#Anótenle",,,
Moises Mizrachi,152390565,False,moymiz,"La Jolla, San Diego",2022-11-19 02:00:01+00:00,False,es,1593786138770264065,['1593786138770264065'],TweetDeck,"La #SelecciónMexicana tendrá un estilo de vida en #Qatar envidiable para muchos.

https://t.co/vjzQdx3JU4",,,
Infoveracruz,115471006,False,infoveracruz,"Veracruz, Ver.",2022-11-19 01:57:54+00:00,False,es,1593785605338501120,['1593785605338501120'],Twitter for iPhone,"¡VAMOS CON TODO MÉXICO!🇲🇽💪🏻

#futbol #football #seleccionmexicana #mexico #hirvinglozano #alexisvega #gerardoarteaga #edsonalvarez #Qatar2022 https://t.co/VQGOd1VgcI",,,
Memeneitor2.0,1237200673881698305,False,memeneitor2,Wakanda,2022-11-19 01:51:42+00:00,False,es,1593784046156398592,['1593784046156398592'],Twitter for Android,"@AlertaNews24 La apuesta es por cuantos compatriotas caen presos, no por cuantos goles mete la selección Mexicana
#Qatar2022 #LatinGRAMMY 
#QatarWorldCup2022 #SeleccionMexicana #friday #viernes https://t.co/VDrMUDgQbL",replied_to,,
Deportrece,765637819955937280,False,Deportrece,México,2022-11-19 01:50:23+00:00,False,es,1593783716232499200,['1593783716232499200'],Twitter for Android,#ExRiver Rogelio Funes Mori (Gol) Ingresó A Los 46' En La Victoria De #SelecciónMexicana Ante #Irán (4 a 0) #Amistoso https://t.co/2yuHP5FNOW,,,
Imagen Deportes,781234217074106369,True,ImagenTVDeporte,Mexico,2022-11-19 01:49:47+00:00,True,es,1593783565015293954,['1593783565015293954'],Twitter Web App,"🔴#XTREMO| Con razón no se pierde ningun partido, el fan #1 de la #SelecciónMexicana, gana casi medio millón de pesos mensuales.🤑 https://t.co/8cscNLDHDA",replied_to,,
𝙇𝙖 𝙇𝙪𝙥𝙖 𝘾𝙖𝙥𝙞𝙩𝙤𝙡𝙞𝙣𝙖,1361139476,False,CybrntkOrgnsm,nature knows no kings,2022-11-19 01:48:46+00:00,False,es,1593783308604817411,['1593783308604817411'],Twitter for Android,La mejor de las suertes #Qatar2022 #SeleccionMexicana https://t.co/qjwoaUL0Dl,quoted,,
Rod Montijo,3759010573,False,rodmontijo,CDMX,2022-11-19 01:47:38+00:00,False,es,1593783024486866944,['1593783024486866944'],Twitter Web App,"Así le festejaron su cumpleaños a Henry Martin en el Tri previo a #Qatar2022 
https://t.co/YWeQ8LLKUY",,,
Somos La Reta,1539072255451353088,False,SomosLaReta,,2022-11-19 01:42:23+00:00,True,qme,1593781703822245888,['1593781703822245888'],Twitter for Android,#SeleccionMexicana #MundialQatar2022  @acervantes_  @MariannaEn889Fm  @jrsestaca  @lacornetafm https://t.co/MCgV41XKze,,,
Unanimo Deportes,1080905870811324416,False,UnanimoDeportes,"Miami, FL",2022-11-19 01:40:18+00:00,False,es,1593781175969058816,['1593781175969058816'],Blog2Social APP,"Hugo Sánchez critica fuertemente a Gerardo Martino

#GerardoMartino #HugoSánchez #México #Qatar2022 #SelecciónMexicana

https://t.co/VJR78mfnW5",,,
TVC Deportes,54989438,True,TVCDeportes,Más de 1000 ciudades de México,2022-11-19 01:37:10+00:00,False,es,1593780390724075530,['1593780390724075530'],Twitter for Android,#Qatar2022 ya llegando a Qatar y veo este bello homenaje a bad bunny #perreo #SeleccionMexicana https://t.co/W34xZzgkQi,,,
"Ing. Alex, difusión científica, nada personal.",353130944,False,Alexllo2830,México y sus alrededores ,2022-11-19 01:34:49+00:00,False,es,1593779797599322112,['1593779797599322112'],Twitter for iPhone,"Una pregunta, de verdad les gustaría ver ganar a Mexico en el mundial? O hay alguno que prefiera que pierdan por tantas chingaderas? 🤔🤔 #Qatar2022 #SeleccionMexicana",,,
Olisu,82754075,False,Olisu,,2022-11-19 01:20:03+00:00,False,es,1593776082661957632,['1593776082661957632'],WordPress.com,"#Qatar2022 Héctor Chávez, mejor conocido como ""Caramelo"", ya está en el Mundial y listo para apoyar al Tri en todas las tribunas de los estadios qatarís

#Caramelo #MundialDeQatar2022 #SelecciónMexicana #México https://t.co/a87HV1d3ju",,,
Omar Trillo,382998162,False,homeroomar,Monte BRATKOV,2022-11-19 01:16:47+00:00,False,es,1593775260549218304,['1593775260549218304'],Twitter for Android,"Y a su llegada a #Qatar2022    la #SeleccionMexicana hizo una visita a un Orfanato para llevar algo de alegria. 

. . .  ""Nos rompieron el corazón al ver sus caritas sin esperanza ni ilusión alguna"".

      Declararon algunos niños del mencionado Orfanato !",,,
Corbatas México JP,1661471144,False,CorbMex,,2022-11-19 01:16:15+00:00,False,pl,1593775123533680640,['1593775123533680640'],Twitter Web App,"Czesław Michniewicz, estratega del cuadro polaco, afirmó que conoce las virtudes y fallas del Tri. #CzesławMichniewicz #SeleccióndePolonia #SelecciónMexicana #Qatar #JustaMundialista #GrupoC 
#RBA 
https://t.co/a9V7QR9AQR",,,
Sergio Victoria Gómez,763225421236219904,False,checovictoriag,"Guadalajara, Jalisco",2022-11-19 01:15:08+00:00,False,es,1593774845984129033,['1593774845984129033'],Twitter for iPhone,"TSSSSSSSSSSS.😳🔥

En entrevista Hugo Sánchez criticó a Gerardo Martino: ""A él no le importa nada, le da lo mismo, él se lleva su dinero a casa, no tiene pasión y esto de dirigir a México se debe hacer con pasión y entrega”.🎙️

#hugosanchez #tatamartino #seleccionmexicana https://t.co/ZB1zR4IJYE",,,
Mas Sin En Cambio,200158889,False,Bili_73,"México, D.F.",2022-11-19 01:05:40+00:00,False,es,1593772462227193856,['1593772462227193856'],Echobox,¡No dijo ninguna mentira! 😡❌ https://t.co/hqP5r6J5xJ,,,
Mamalón News,1412146363081498624,False,MamonasNoticias,,2022-11-19 01:00:26+00:00,False,es,1593771145366413312,['1593771145366413312'],Twitter for Android,Más van a tardar los mexicanos detenidos en QATAR que la selección en el mundial #SeleccionMexicana #MundialQatar2022 #Qatar2022,,,
México Ya,1332484063517663232,False,MexicoYaOficial,,2022-11-19 00:47:23+00:00,True,es,1593767862035849217,['1593767862035849217'],Twitter for iPhone,LA NETA… ¿A QUÉ VAN? #SeleccionMexicana #SeleccionArgentina #Qatar2022 #FIFAWorldCupQatar2022 #Alemania #brazil #mexicovsargentina https://t.co/zgvlEXdvjF,,,
Eduardo Luna,82990871,False,eduardo_Iuna,,2022-11-19 00:42:39+00:00,False,es,1593766669612113922,['1593766669612113922'],Twitter for Android,"No encuentro fallas en su lógica

#Qatar2022 #SeleccionMexicana 
#MundialQatar2022 https://t.co/5fUuPpTtCs",,,
CaballoBronco.com,1240802165808975876,False,CaballoBronco3,"Paramount, California",2022-11-19 00:38:15+00:00,False,es,1593765562248613888,['1593765562248613888'],Instagram,"¿Quien dice que invertir no trae cosas buenas? A mi me trajo mi playera XD (además de mis rendimientos) #seleccionmexicana #mexico #mundialqatar2022 #finamexmiseleccion en Mexico City, Mexico https://t.co/lKS4O8zRx7",,Point,"[-99.1332, 19.4326]"
Sandra Hernández F.,275883334,False,Por_Eso,"Torreón, México",2022-11-19 00:32:37+00:00,False,qme,1593764146318802945,['1593764146318802945'],Twitter for Android,"#Qatar2022 
#SeleccionMexicana https://t.co/1u8RN7lB03",,,
META de El Siglo de Torreón,1057788577222815745,False,meta_elsiglo,Comarca Lagunera,2022-11-19 00:31:13+00:00,False,es,1593763791124271106,['1593763791124271106'],Twitter for Android,"No sé pero como que ver los partidos la #SeleccionMexicana desde la comodidad de mi hogar con una chelita mañanera se me antoja más que estar en #QTAR 

Diiiiigoooo
#AlcoholBan #MundialQatar2022",,,
GAGAXXX,1127077062097825792,False,gaga5546,"Mexico, ME",2022-11-19 00:30:56+00:00,False,es,1593763720735641601,['1593763720735641601'],Twitter for Android,"Sobre todo la Mexicana pues nuestra afición se ha caracterizado por algunos individuos con actos muy controversiales en tierras mundialistas. 🙃⚽️🏆

https://t.co/QIHm9CK00d  
#Qatar #Mundial #Selección #México #SelecciónMexicana #Argentina #Ecuador #Brasil #Uruguay https://t.co/datMsVmWVZ",,,
𝕱𝖆𝖗𝖎𝖉 𝕸𝖆𝖌𝖌𝖎𝖔𝖗𝖎 🥊,1097468977767501824,False,FaridMaggiori,Segurola y Habana 4310,2022-11-19 00:30:00+00:00,False,es,1593763485959172096,['1593763485959172096'],TweetDeck,"#Qatar2022  #SelecciónMexicana 

Arabia Saudita escondió sus alineaciones en algunos partidos amistosos para no revelar su estrategia, así llega el tercer rival de #México en la fase de grupos de #Catar2022

⚽️🇲🇽🇸🇦

https://t.co/F9nBvxYXhR",,,
Ahora Tabasco Noticias,315278595,False,AhoraTabasco,"Villahermosa, Tabasco",2022-11-19 00:25:01+00:00,False,es,1593762233363800064,['1593762233363800064'],Twitter for iPhone,"El delantero que necesita el tri en el mundial, hoy 3 goles y 2 asistencias #futbol #MundialQatar2022 #BayernMunich #SeleccionMexicana https://t.co/ALT6XYLRdW",,,
Furia Deportiva TUDN,1495579535441645572,False,FuriaTUDN,"Houston, TX",2022-11-19 00:21:37+00:00,False,es,1593761374974316544,['1593761374974316544'],Twitter for iPhone,"El Chavo, Quico y la Chilindrina jugando en el patio de la vecindad
#SeleccionMexicana #Mexico https://t.co/wb9iIhpYRx",quoted,,
Podium Deportes,860007973199814656,False,Podium_Deportes,México,2022-11-19 00:20:00+00:00,False,es,1593760968697257986,['1593760968697257986'],TweetDeck,"Faitelson le dijo a Layún que los jugadores de México son de todo, menos ganadores 

Aquí: https://t.co/Up3M66s57y
#Faitelson #Layun #SeleccionMexicana https://t.co/FttsFZpkO9",,,
Top Deportes,1547726202839785473,False,TopDeportes10,,2022-11-19 00:12:58+00:00,False,es,1593759201477607424,['1593759201477607424'],Twitter for Android,"Ya tengo ganas de que empiece el mundial #Qatar2022 ..

Pero más por los chismes que traen que por la emoción de los partidos.. 🤣🤣🤣🤣🤣🤣🤣🤣
#WorldCup2022 
#SeleccionMexicana ⚽️ https://t.co/waYrYdAtth",,,
BRUNOcucina,3118035996,False,BRUNOcucina,"Querétaro, México",2022-11-19 00:11:08+00:00,False,es,1593758738808463360,['1593758738808463360'],Echobox,¿Por qué usaba esos uniformes coloridos y qué pasó en Francia 98? El Brody soltó absolutamente todo 👀🔥 https://t.co/LuMqxBmjeL,,,
Bruno+LaBocha SMA,1133805726470742016,False,BrunoLaBochaSMA,San Miguel de Allende,2022-11-19 00:00:01+00:00,False,es,1593755941022965761,['1593755941022965761'],TweetDeck,"Ramiro Funes Mori cree que su mellizo, Rogelio, tiene merecido su lugar en Qatar

Sus palabras: https://t.co/9HaC7F3QWL
#FunesMori #Qatar2022 #SeleccionMexicana https://t.co/BPR1nj9d0j",,,
Chevrolet Delta,2780635631,False,ChevroletDelta,Av. Cuauhtémoc No. 435,2022-11-19 00:00:00+00:00,False,es,1593755937998766080,['1593755937998766080'],TweetDeck,"Muy confiado, el #Canelo le apuesta a la #SeleccionMexicana y dice que llegará a la final de #Qatar2022... será???
👉 https://t.co/KSNYiPbd34 https://t.co/gJEZotZD7H",,,
Linea Deportiva,1427636885799804931,False,NacionDMX,México,2022-11-18 23:51:56+00:00,False,es,1593753907897028610,['1593753907897028610'],Twitter for Android,"Ayudanos con un pequeño donativo para su medicamento, le haremos llegar a PASCUAL el mismo, gracias #BuenFinAmazon #Qatar2022 #soriana #aurrera #SeleccionMexicana #LIVERPOOL #Chedraui PORFAVOR PASEN LA VOZ Y AYUDA,cuenta y clabe en el primer comentario, gracias https://t.co/TA1iNmCGQe",,,
JRS.,218010132,False,chavadiez,,2022-11-18 23:38:29+00:00,False,es,1593750520925229057,['1593750520925229057'],Twitter for iPhone,"Mexico de con la verde ante Argentina @miseleccionmx, mientras que Argentina la clásica Albiceleste.

#SeleccionMexicana #SeleccionArgentina #Qatar2022 https://t.co/8envlS5Nw6",,,
Oro Noticias Puebla,278135356,False,OroNoticiasPue,"Puebla, México",2022-11-18 23:38:20+00:00,False,es,1593750483998580736,['1593750483998580736'],Twitter for Android,"Qué tal el pastelazo a #HenryMartín? Se pasaron en la 🇲🇽 #SelecciónMexicana, se ve que prevalece el buen ambiente, esperemos que estén unidos y den lo mejor de sí el martes ante 🇵🇱 #Polonia https://t.co/zPIaeANNLL",quoted,,
Leopoldo,101847773,False,DeportesRBZ,Houston Texas,2022-11-18 23:35:19+00:00,False,es,1593749725315944449,['1593749725315944449'],Twitter Web App,"Selección Mexicana: Miguel Layún responde a Faitelson con retador mensaje.
#SeleccionMexicana #MiguelLayun #DavidFaitelson #SergioDipp #MundialQatar2022 #Qatar2022 #Futbol #QatarWorldCup2022 #ESPN 
https://t.co/qAlbRn0PgV",,,
Javi G,277327069,False,xavi_g19,,2022-11-18 23:34:34+00:00,False,es,1593749534714507264,['1593749534714507264'],Twitter for iPhone,"Estás listo para ver el #mundial, nosotros también, en #dominospizza tenemos las mejores promociones para tí, ve los partidos de la #SeleccionMexicana y no te quedes con hambre, combos desde $199 o pizza original desde $149, Marcanos al 2474727000
Abasolo oriente 101 https://t.co/1er6WcB8Eg",,,
heron.,67907267,False,heronhdz,México,2022-11-18 23:31:53+00:00,False,es,1593748860609912833,['1593748860609912833'],Twitter for Android,"Historial de Partidos México ante Polonia

⚽POL🇵🇱0-1🇲🇽MEX 13 Nov 2017 Amistoso
⚽POL🇵🇱1-1🇲🇽MEX 2 Sep 2011 Amistoso
⚽MEX🇲🇽1-1🇵🇱POL 27 Abr 2005 Amistoso
⚽POL🇵🇱3-1🇲🇽MEX 10 Jun, 1978Copa Mundial FIFA
#Qatar2022
#SeleccionMexicana @ElFutMiPasion 👍 https://t.co/C2fG7IJeB9",,,
Columna Digital,1396886536239472640,False,Columna_Digital,,2022-11-18 23:29:31+00:00,False,es,1593748266620854273,['1593748266620854273'],Echobox,¡Habló el Macho y le dijo sus verdades al Tata! 🇲🇽😱 https://t.co/qoTdShMtyp,,,
Isaias Bautista 🥑,1920648620,False,Ibautista707,,2022-11-18 23:25:26+00:00,False,es,1593747238790078466,['1593747238790078466'],Twitter for iPhone,"¡GRAN POSTAL!🇲🇽🫶🏻

Así los aficionados mexicanos apoyando a la #SelecciónMexicana

#futbol #football #mexico #qatar2022 #aficion https://t.co/NyI21gk5zm",,,
Roberto Lope de Anda,2480151337,False,Chamboyo,MX,2022-11-18 23:24:48+00:00,False,es,1593747076696899584,['1593747076696899584'],Twitter for Android,Hasta el último momento con estos cracks puro @HirvingLozano70 #SeleccionMexicana https://t.co/ctqDI52ZCZ,,,
Hat Trickk,1302024248316358659,False,HTrickk,,2022-11-18 23:20:56+00:00,False,es,1593746105938104320,['1593746105938104320'],Twitter Web App,"⚽ No bueno, según el de ESPN el primer partido en Qatar va a ser contra Portugal 🤔 y Edson Álvarez no solo no lo corrige, sino que dice que tenemos con que ganar, por la frescura, la mentalidad nueva..👀

México 2-1 Polonia

#Qatar2022 #SeleccionMexicana 
- https://t.co/qJ4sNrksmZ",,,
InstaBET MX,1219707438456344576,False,InstaBet_mx,Ciudad de Mexico,2022-11-18 23:16:38+00:00,False,es,1593745025120206848,['1593745025120206848'],Twitter Web App,"⚽️ Convencido de que el futbolista es en la cancha como lo es en la vida. Mundialista, campeón olímpico. Es @OribePeralta y tuve oportunidad de entrevistarlo para @BolavipMex. 

Pásenle 👇

https://t.co/ohwkhebgGN",,,
Vicruela de mono,161779958,False,Vick1427,Mexico,2022-11-18 22:58:36+00:00,False,es,1593740486514130944,['1593740486514130944'],Twitter Web App,"#Qatar2022 #futbol #SeleccionMexicana 
""AMO EL MUNDIAL""
Historias imprescindibles 
datos y anécdotas de los mundiales de fútbol.
Precio: $590 Pesos
*ENTREGA CDMX*
*ENVÍO GRATIS A TODO MÉXICO 
*Whatsapp: 5554369881
Más información: https://t.co/QcHLSboeN6
#libreriadeportivaap https://t.co/NbTV9NJYSw",,,
Canal 13 Michoacán,1242214584116707335,False,C13Michoacan,"Morelia, México ",2022-11-18 22:55:37+00:00,False,es,1593739735872458752,['1593739735872458752'],Twitter Web App,"Adidas x #Mexico   
Concept Kit

PRONTO KITS MUNDIALISTAS‼️

#eFootballPES2021 #UEFA #FIFA #FIFAWorldCup #FIFAWorldCupQatar2022 #CONMEBOL #concacaf #AFC #CAF #OFC #Qatar2022 #FIFAWC2022 #PES2021 #eFootball2022 #MéxicoDeMiVida #SeleccionMexicana https://t.co/3PGTmEOrEf",,,
Miguel Corona,56869437,False,CoronaAyala,CDMX ,2022-11-18 22:51:17+00:00,False,es,1593738641418895363,['1593738641418895363'],Twitter for Android,"#Qatar2022 #MundialQatar2022 #fifaworldcup2022 #SeleccionMexicana #seleccionargentina #Polonia #saudiarabia 
*Solo faltan 2 dias, para comenzar y 1 dia para cerrar participación* https://t.co/Dxu5QK38js",,,
iCharly_Boy 🚂9🌠 🎂🥳,1364740527078449153,False,iCharlyLeon,Paradise City,2022-11-18 22:48:22+00:00,False,en,1593737910737850369,['1593737910737850369'],Hootsuite Inc.,"INFUSION’s TV spot showing Spectrum powers your connections to live, celebrate and share your World Cup excitement easily on your terms and anywhere.

#soccer #fifaworldcup #worldcup #qatar #fifa #futball #copamundial #seleccionmexicana

https://t.co/7ZgeojmXfr",,,
El Mercurio,177616875,False,elmercuriotam,Tamaulipas,2022-11-18 22:47:36+00:00,False,en,1593737715853541380,['1593737715853541380'],Hootsuite Inc.,"Infusion and Spectrum worked together to create a World Cup campaign that represents pride, connection and love for the sport that brings culture together.

 #soccer #fifaworldcup #worldcup #qatar #fifa #futball #copamundial #seleccionmexicana​

https://t.co/JRWKhNcofz",,,
𝔼𝕃 ℝ𝕌𝔹𝔼ℕℤ 𝔻𝕖𝕝 𝕄𝕋𝕐 🇫🇮🔥,252854176,False,yo_rubenz,"México, Monterrey",2022-11-18 22:46:06+00:00,False,es,1593737337636274183,['1593737337636274183'],Auto Publicador Twitter,La Selección Mexicana mostró el lujoso hotel donde se hospedará en Qatar 2022 #Qatar #Mundial #Hotal #SelecciónMexicana https://t.co/BGZKxAix1t,,,
Bolita Por Favor,1561523917164056576,False,bolitaporfavor2,,2022-11-18 22:40:08+00:00,True,es,1593735837350793216,['1593735837350793216'],Twitter for Android,@Javier_Alarcon_ Que se vayan a la verga sin chelas y sin esperanza #SeleccionMexicana #ALVQatar2022 opinen #Qatar2022 #BlackFriday #BuenFin2022 https://t.co/cj2aT65ie2,replied_to,,
Luis Camacho,2821854285,False,luiscamacho11,CDMX,2022-11-18 22:37:40+00:00,False,es,1593735216853655555,['1593735216853655555'],Twitter for Android,¿Y deveras esta vez no hubo abanderamiento de la #SeleccionMexicana de parte de #AMLO?,,,
Marianojcollado,1071049776479825920,False,marianojcollado,,2022-11-18 22:30:28+00:00,False,en,1593733403899142144,['1593733403899142144'],Hootsuite Inc.,"INFUSION’s TV spot showing Spectrum powers your connections to live, celebrate and share your World Cup excitement easily on your terms and anywhere.

#soccer #fifaworldcup #worldcup #qatar #fifa #futball #copamundial #seleccionmexicana

https://t.co/5YNxJ0xEUe",,,
𝔖𝔞𝔩ó𝔫 ℭ𝔬𝔯𝔬𝔫𝔞,388883614,False,saloncoronamx,"Centro, Toreo & Reforma, CDMX.",2022-11-18 22:30:00+00:00,False,es,1593733286471168001,['1593733286471168001'],TweetDeck,"#Qatar2022  #SelecciónMexicana 

Arabia Saudita escondió sus alineaciones en algunos partidos amistosos para no revelar su estrategia... así llega el tercer rival de #México en la fase de grupos de #Catar2022

🇲🇽🇸🇦⚽️

https://t.co/F9nBvxYXhR",,,
Jesús Padilla Deportes,1454825458495901698,False,JesusPadillaDep,,2022-11-18 22:27:03+00:00,False,es,1593732546667450372,['1593732546667450372'],Twitter for iPhone,"Vamos @miseleccionmx @miseleccionmxEN 🇲🇽🔥⚽️💚🤍❤️‍🔥

#Qatar2022 #QatarWorldCup #CopaMundial #MéxicoDeMiVida #SeleccionMexicana #Mexico #Futbol #soccer #Mexican https://t.co/HceIUYwfzn",quoted,,
El Vago de Farmacia,495169256,False,vagodefarmacia,México,2022-11-18 22:23:49+00:00,False,es,1593731732833968129,['1593731732833968129'],Twitter for iPhone,"#SeleccionMexicana 

Desde Al-Khor  @JCZamora07 nos cuenta todos los detalles sobre la selección mexicana los cuales ya se alistan para debutar en la Copa del Mundo de #Qatar2022 

#LaVozDelFutbol https://t.co/z8eC6abVve",,,
Soy Futbol,1483956137481363457,False,_SoyFutbol_,,2022-11-18 22:14:13+00:00,False,es,1593729314117165056,['1593729314117165056'],Twitter Media Studio,"Tras ocho años de ausencia y el escándalo de los ""#cachirules"" de por medio, la #SelecciónMexicana regresó a una Copa del #Mundo en 1994.

Zague, Jorge Campos y Luis García relatan la ansiedad con la que vivieron dicho #Mundial.

@AztecaDeportes | #ElCanalDelMundial https://t.co/lDExiZ4A1o",,,
El Tri Online,951144865546620929,False,eltrionline,United States,2022-11-18 22:00:01+00:00,False,es,1593725739957829632,['1593725739957829632'],Twitter Web App,"🏆 World Cup Sudáfrica 2010🏆 
Gol de Javier Hernández, alias Chicharito para México🇲🇽 contra Argentina🇦🇷

#Jefebet #Futbol #Soccer #WorldCup #SeleccionMéxicana #SeleccionMexico #SeleccionArgentina #Scaloneta #Chicharito #Messi #Messi10 #Dimaria #Dybala #DePaul #qatar2022 https://t.co/o4Ub4OHpmL",,,
🌍 El mundo de Regina,2303879082,False,elmundodeRegina,México,2022-11-18 21:44:44+00:00,False,qme,1593721897468010501,['1593721897468010501'],Twitter for Android,"#Qatar 
#SeleccionMexicana 
#alineación 
#mundial https://t.co/kiJC1SPrjR",,,
Plana Deportiva,714471042,False,plana_deportiva,México,2022-11-18 21:36:10+00:00,False,es,1593719740211822592,['1593719740211822592'],Twitter for iPhone,"Todos comandados por Guillermo Ochoa. 🇲🇽✅

Se vive un gran ambiente en la concentración de la selección mexicana a unos días de que inicie la copa del mundo de Qatar 2022.

#Qatar2022 #WhatsApp #yoveosalvame #LatinGRAMMYs #humor #SeleccionMexicana https://t.co/mTPCvZ8L4D",,,
foxdeportes.eth,195947234,True,FOXDeportes,,2022-11-18 21:31:00+00:00,False,es,1593718438777819139,['1593718438777819139'],Twitter Media Studio,"Entrevista de LUJO con @elmatadorpr para hablar de sus esperanzas con la #SelecciónMexicana para el Mundial 🧐😎💪🏼

#FOXCatarAlDía ⚽🌏 https://t.co/X8XnFaNcYG",,,
META de El Siglo de Torreón,1057788577222815745,False,meta_elsiglo,Comarca Lagunera,2022-11-18 21:29:57+00:00,False,es,1593718175664939013,['1593718175664939013'],Twitter for iPhone,"¡LLEGARON LAS OFICIALES! 👊

Los seleccionados mexicanos se tomaron sus fotos oficiales para la Copa del Mundo de Qatar 🇶🇦 

¡Ahora a demostrar en la cancha el peso de esta camiseta! 🇲🇽 

#LaVozDelFutbol #Qatar2022 #SeleccionMexicana #México #Tricolor https://t.co/9GEVSMYk1z",,,
TVC Deportes,54989438,True,TVCDeportes,Más de 1000 ciudades de México,2022-11-18 21:25:11+00:00,False,es,1593716976572301312,['1593716976572301312'],Twitter for Android,"Lo que pasó con el bebote es lo que pasa siempre cuando quieres ascender en tu trabajo y terminan subiendo al que tiene influencias aunque no esté preparado 😿.
#SantiAlMundial #SeleccionMexicana #Qatar2022 
#TrabajosEnMéxico 
#Chaquito",,,
Linea Deportiva,1427636885799804931,False,NacionDMX,México,2022-11-18 21:24:11+00:00,False,qme,1593716724226228225,['1593716724226228225'],Twitter Web App,#soyaleman #inspiringminds #seleccionmexicana #soccerteam https://t.co/lzLFHOSB7F,,,
Imagen Radio,88957440,True,Imagen_Mx,Ciudad Imagen,2022-11-18 21:10:35+00:00,False,es,1593713299933335558,['1593713299933335558'],Twitter for iPhone,"¿Confío en que @miseleccionmx va a hacer un mundial digno?
No.
¿Voy a estar listo con mi jersey, horas antes de los partidos, para apoyarlos?
Si.
#Qatar2022 #SeleccionMexicana",,,
Juan Ladilla,3254695231,False,Quimera_Posser,,2022-11-18 21:01:10+00:00,False,es,1593710932982636545,['1593710932982636545'],Twitter for iPhone,"Leo a muchos muy preocupados y ellos como si nada de vacaciones haciendo el ridículo, en eso son los mejores. #SeleccionMexicana https://t.co/mxIE1udvTn",,,
Timoteo Torres,1554555618366820355,False,TimoteoTorres21,,2022-11-18 20:49:36+00:00,False,es,1593708022928494596,['1593708022928494596'],Twitter for iPhone,"Estamos listos para apoyar a la selección de México en su aventura por Qatar 2022.
¡No te pierdas nuestra quiniela en nuestras stories! ¡Vamos México!

#apoyaalaseleccion #seleccionmexicana #qatar #qatar2022 #mundial #mundial2022 #mundialqatar2022 #mundialqatar #publicidadmundial https://t.co/5Cg6Vq4VnX",,,
