name,user_id,verified,username,location,created_at,possibly_sensitive,lang,tweet_id,edit_history_tweet_ids,source,text,type
Mexican National Team,3253879915,True,miseleccionmxEN,México,2022-11-21 18:31:33+00:00,False,es,1594760441565417472,['1594760441565417472'],Twitter for iPhone,@miseleccionmxEN @miseleccionmx Estamos listo! Mexico a dark horse but will be making noise in Qatar- ¡Si se puede! #QatarWorldCup2022 #FIFAWorldCup #DDMC #MexicoEnQatar https://t.co/nHmqRjXw8m,
Oscar Ivan Flores Hernandez,1551931865682137088,False,OscarIvF,,2022-11-21 18:31:29+00:00,False,es,1594760425865887751,['1594760425865887751'],Twitter Web App,"🇲🇽 ¡México es superior!

✅ Periodista polaco señala puntos fuertes de @miseleccionmx para superar a @pzpn_pl 

¿Quieres saber qué fue lo que dijo? ⏩
https://t.co/AU5cMBTREy

📺 Telemundo la casa de la Copa Mundial #Qatar2022 

#MundialTelemundo #ElMundialLoEsTodo https://t.co/GITeNX6vGV",
Señora Diamantes✨,16454406,False,SenoritaJeddi,Wanderlust,2022-11-21 18:31:27+00:00,False,es,1594760416017661955,['1594760416017661955'],Twitter for Android,"@miseleccionmx Por favor con huevos,a tapar bocas de todos los q quieren q pierdan.",replied_to
YO SOY AZUL 😁💙🚂🚂🚂💙,3125194666,False,joaquin0971,"California, USA",2022-11-21 18:31:26+00:00,False,es,1594760412712820736,['1594760412712820736'],Twitter for Android,@miseleccionmx @HenryMartinM Éxito,replied_to
José Saprissa💜🇨🇷,1505821083282415616,False,JoseRM_21_,Costa Rica,2022-11-21 18:31:16+00:00,False,es,1594760372518535183,['1594760372518535183'],Twitter for Android,"Ese partido del 2002 vs Italia, una calca de cómo me despertó mi papá. Ese dia no fui a la primaria 😂 y mi papá gritó como loco yo creo despertó a media colonia. https://t.co/E9w93NirJm",quoted
corregidor21,1560783523455401987,False,corregidor211,,2022-11-21 18:31:13+00:00,False,es,1594760360657317888,['1594760360657317888'],Twitter for iPhone,"Ya llorando en lunes, váyanse Alv. Mañana se gana carajo. 🥲 https://t.co/uH2IQfQu7j",quoted
Maikol Myers de la Rosa,53955014,False,michelasapdelaR,Mexico DF,2022-11-21 18:31:04+00:00,False,es,1594760322841198601,['1594760322841198601'],Twitter for Android,"#Iran y la grada hacen explícito su apoyo y solidaridad a las #Mujeres en su país en el foro más grande que hay.
#MiSelecciónMx #ElTri podrían hacer algo similar?
@seleccionmx",
Raul Hernandez,1900696754,False,Raul16Hernandez,Texas,2022-11-21 18:30:47+00:00,False,es,1594760251689025537,['1594760251689025537'],Twitter Web App,"🇸🇻🆚🇲🇽 | Así salen nuestros #GuerrosDePlaya ante @miseleccionmx en su segundo encuentro de los @jjccplaya2022 ⚽️🌊☀️⛱️

Disfruta del partido en vivo, enlace 📲💻⬇️
https://t.co/f3fRBKnNSp

#ElSalvador #LaSelectaPlayera #PlayeraDeOro https://t.co/DwcVGEBdfj",
David Mendoza,974720390022000640,False,itsme_deezyy,"Matamoros, Tamaulipas",2022-11-21 18:30:44+00:00,False,qme,1594760238133035026,['1594760238133035026'],Twitter for Android,@VictorManuelER3 @miseleccionmx https://t.co/zwjIG0h7S6,replied_to
miguel avila,861327570,False,Avila02Miguel,Juarez,2022-11-21 18:30:00+00:00,False,es,1594760053231337511,['1594760053231337511'],Twitter Web App,"🐏 ¡Hoy nos vamos a la Cineteca! Estamos Celebrando el Mundial y veremos el documental de los mejores momentos de @miseleccionmx 📽️

➡️ Tenemos cupo limitado. Mándanos mensaje antes de las 4pm https://t.co/IXkyslp6Jm y aparta tu lugar

#PorMasH1storia https://t.co/QnHvF5Aznk",
Daniel Ortiz,308868952,False,DanielCOZ93,In your head.,2022-11-21 18:29:40+00:00,False,es,1594759968984547345,['1594759968984547345'],Twitter for Android,Nos vemos mañana para apoyar a @miseleccionmx 🇲🇽 https://t.co/abFEtVKeMy,quoted
ricardo papucho,218029978,False,odracirzerep,puebla mexico,2022-11-21 18:29:36+00:00,False,es,1594759952094085133,['1594759952094085133'],Twitter Web App,"Estoy harto de que se compare a la patética @miseleccionmx 🤮 con el país.
México es un orgullo en historia y la selección es una copia de los partidos políticos, dinosaurios en el puesto por intereses y no por méritos.

#MéxicoDeMiVida
#MexicoVsPolonia
#Qatar2022",
Contacto Deportivo,190108401,False,TDContacto,"Puebla, México",2022-11-21 18:29:33+00:00,False,en,1594759940048044048,['1594759940048044048'],Twitter Web App,"Let's go, 𝙛𝙖𝙢𝙞𝙡𝙞𝙖! 💚✨

Last training before our match 🆚🇵🇱. 

#FIFAWorldCup https://t.co/bKAW7JaLRc",quoted
ADN Opinión,72393727,True,ADNOpinion,TV AZTECA,2022-11-21 18:29:32+00:00,False,es,1594759935484641292,['1594759935484641292'],Twitter for iPhone,@miseleccionmx @Raul_Jimenez9 @yosoy8a Jajaja entre troncos se apoyan,replied_to
Jesuzo González,153878418,False,Jesuzo23,,2022-11-21 18:29:30+00:00,False,es,1594759927251488768,['1594759927251488768'],Twitter for iPhone,México mágico ✨ https://t.co/b5wJYfL9dX,quoted
El Malcriado Azul. 🤴🏼,1477423901655375874,False,VerdeAzul2022,🥶,2022-11-21 18:29:10+00:00,False,es,1594759842232573952,['1594759842232573952'],Twitter for Android,@miseleccionmx @Raul_Jimenez9 @yosoy8a Que gusto me diera que no ganaran NINGUN PARTIDO,replied_to
Chicho’s Hair Gel,388137687,False,Misslesliecakes,,2022-11-21 18:28:59+00:00,False,es,1594759799073292307,['1594759799073292307'],Twitter for iPhone,"@miseleccionmx No mi gente, como van a subir esto, no voy a poder ver los partidos de hoy.",replied_to
ramon,1533817056033853440,False,ramon925800121,,2022-11-21 18:28:51+00:00,False,es,1594759763375669248,['1594759763375669248'],Twitter for Android,"@fersch_4 @yosoy8a @Raul_Jimenez9 Un mundial fútbol no es para que se termine de rehabilitar  @Raul_Jimenez9, así las prioridades de los patrocinadores de @miseleccionmx, en fin mañana empieza el desastre de está seleccion de fútbol.",replied_to
Alejandro Catzin,498474918,False,AlexCBlanquet,,2022-11-21 18:28:34+00:00,True,qme,1594759691569086481,['1594759691569086481'],Twitter for Android,@miseleccionmx @Raul_Jimenez9 @yosoy8a https://t.co/K5UtpMVluN,replied_to
Sergio Galván,1432927131902758914,False,sergiogalvan_81,,2022-11-21 18:28:30+00:00,False,en,1594759675781992448,['1594759675781992448'],Twitter for iPhone,This was beautiful. https://t.co/fEZTca3F0o,quoted
@Manolo 1985,851985691516968960,False,VictorManuelER3,,2022-11-21 18:28:29+00:00,False,es,1594759672988319767,['1594759672988319767'],Twitter for iPhone,Como cuando la @miseleccionmx 🇲🇽 nomas no promete nada en este mundial pero tienes la doble nacionalidad🇺🇸 #FIFAWorldCup #FIFAWorldCup2022 #USMNT #SeleccionMexicana #QatarWorldCup2022 #USA #soccer https://t.co/Ov82ERNKFq,
Ilusión Futbol,1131336390829060096,False,IlusionFutbol,,2022-11-21 18:28:13+00:00,False,es,1594759603606409216,['1594759603606409216'],Twitter for Android,"@miseleccionmx @HenryMartinM Si está listo,pero no es la persona capaz !!!",replied_to
Mr. Good Times🦅,230250458,False,Viguitas,"Coyoacán, Distrito Federal",2022-11-21 18:28:10+00:00,False,art,1594759589525864450,['1594759589525864450'],Twitter for iPhone,🥲 https://t.co/rBs8nw4B9m,quoted
Espacio Libre Puebla,396370824,False,espaciolibrepue,"Puebla, México",2022-11-21 18:28:05+00:00,False,es,1594759572148862976,['1594759572148862976'],Twitter for Android,@RaulOrvananos @miseleccionmx Ya que no mame!!!,replied_to
Sergio Serrano,56793109,False,sergioserrano,"Sacramento, CA",2022-11-21 18:28:00+00:00,False,es,1594759548463628302,['1594759548463628302'],Twitter Web App,"""¿Por qué poner jugadores que están en un nivel medio para abajo?🤔🤔⚽️⚽️🔥🔥

¿La @miseleccionmx  podrá lograr un buen papel en la Copa del Mundo?⚽️🔥🤔🤔🤔

Contraluz.🌓 https://t.co/ma0b6S6IJC",
isaac segura,397652693,False,isaactuit,,2022-11-21 18:27:56+00:00,False,es,1594759530826579976,['1594759530826579976'],Twitter Web App,"En #AlFilo con @AnitaLomeli, @InesSainzG, comentarista, analista y reportera deportiva nos habló sobre el #MundialQatar2022 #Qatar2022 y la participación de la @miseleccionmx. @adn40 https://t.co/QHnKaEhsdv",
PVA Austin Battalion,4905161653,False,PVAAustin,"Austin, TX",2022-11-21 18:27:50+00:00,False,es,1594759508974256133,['1594759508974256133'],Twitter for iPhone,"#QatarWorldCup2022 @miseleccionmxEN @miseleccionmx @_TataMartino.
El peor entrenador de la selección deséese el mundial del 1978. https://t.co/7HZCsdaEdm",
smu12345,2999103559,False,eddyg1414,,2022-11-21 18:27:11+00:00,False,da,1594759344226181120,['1594759344226181120'],Twitter for Android,@ElChemin1 @miseleccionmx 👀 al mundial de orbelin.,replied_to
Alan Fonseca,262940166,False,AlanJoshep,CDMX,2022-11-21 18:27:07+00:00,False,en,1594759328484888576,['1594759328484888576'],Twitter for iPhone,"This. Watch the whole thing. Beautiful. Bien hecho, Mexico. https://t.co/mZClpsmGmc",quoted
CASTREVIL_ᦔ,965927321583661056,False,Erickcast2,,2022-11-21 18:26:40+00:00,False,es,1594759214781857792,['1594759214781857792'],Twitter Web App,"@miseleccionmx Con esos jugadores segun ellos llenos de experiencia y pasados de edad sin nivel sin condicion fisica, solo ya veremos que argentina le va a aplicar la misma putiza que inglaterra le puso a iran porque iran juega mucho pero mucho mas bien que mexico eso sera real y asi sera",replied_to
Anton Chigurh,810178031411204097,False,AntonioJuarez47,"Tampico, Tamaulipas",2022-11-21 18:26:34+00:00,False,es,1594759190538752001,['1594759190538752001'],Twitter for Android,"@miseleccionmx @yosoy8a Ridículos, todo es Ochoa y obvio Telerisa que lo patrocina, ojalá así como es un honor estar en ese mundial le chingue y juegue.",replied_to
Mags 🎃👻,233712948,False,MagiePS,,2022-11-21 18:26:31+00:00,False,es,1594759176168906752,['1594759176168906752'],Twitter for iPhone,¡Esto es maravilloso! https://t.co/vnyzA53QOn,quoted
Francisco Ontiveros,1220949625592565760,False,Francis87890962,,2022-11-21 18:26:31+00:00,False,es,1594759175992709120,['1594759175992709120'],Twitter for Android,"@miseleccionmx @Raul_Jimenez9 @yosoy8a Si no estoy al 100% soy sincero y me quedó en casa así ayudo más a mi equipo, mil.planas, Mane siendo la máxima figura de su país y el balón de oro Benzema poniendo el ejemplo y este tipo en verdad que si quedo mal de su cabecita, una vergüenza.",replied_to
Misa ,799183027,False,MiizzaSP,,2022-11-21 18:26:28+00:00,False,es,1594759162684379137,['1594759162684379137'],Twitter for Android,@jlgnike10 @miseleccionmx Tienes mucha razón     solo será un gasto innecesario de  parte de la femexfut el soportar a ese técnico que no funciona  la prueba.  Las derrotas con usa y el terrible funcionamiento del equipo,replied_to
Ceftriaxona inyectable,1586462774149906432,False,Ceftriaxonainye,"Guadalajara, Jalisco",2022-11-21 18:26:15+00:00,False,et,1594759108493721632,['1594759108493721632'],Twitter for Android,Venga!! #MéxicoDeMiVida 👊🏼 https://t.co/LKvvQa6ttW,quoted
Manuel🍥,980458668901756928,False,AZULDECORA1712,,2022-11-21 18:26:01+00:00,False,es,1594759051908366337,['1594759051908366337'],Twitter for iPhone,@miseleccionmx @JenniBrenda1 🥹😢😢💔sin el viejo.,replied_to
最偉様,68283203,False,MoyRocha,The Dark Side of the Moon,2022-11-21 18:25:33+00:00,False,es,1594758931448041472,['1594758931448041472'],Twitter for Android,"#ATENCION

▶️ Habrá pantalla gigante en el zócalo de #Puebla para apoyar a la @miseleccionmx 🇲🇽 durante el Mundial de @Qatar2022 ⚽ @eduardorivera01 @DeportePue
@TonoIriarte @PueblaAyto 

 https://t.co/3fjIOoakuQ",
Juan Esquivel Pérez,1526030068933283840,False,JuanEsquivelPr2,"Veracruz, Veracruz de Ignacio ",2022-11-21 18:25:31+00:00,False,es,1594758924561174528,['1594758924561174528'],Twitter for iPhone,"@miseleccionmx @Raul_Jimenez9 @yosoy8a No deberia de estar, ni a los talones le llega a un Pogba o Benzema y ellos si tuvieron la dignidad de salirse.",replied_to
ax,1564056757181108224,False,ax87409563,,2022-11-21 18:25:29+00:00,False,es,1594758916700782615,['1594758916700782615'],Twitter for Android,"@Andres_Vaca_ @miseleccionmx Si lo van a parar,pero otros los van a vacunar!!!",replied_to
HouseOfM,732557991023546368,False,majogmo,,2022-11-21 18:24:43+00:00,False,es,1594758723720855558,['1594758723720855558'],Twitter for iPhone,@miseleccionmx Si se puede!! Vamos por nuestra primera estrella https://t.co/XhjLFtPdtu,replied_to
Elliot Suárez 🐐,86690439,False,Elliot_Suarez,"Heriberto Kehoe Vincens, Centro",2022-11-21 18:24:42+00:00,False,es,1594758720927723520,['1594758720927723520'],Twitter for iPhone,@EnMexicoMagico @miseleccionmx La de Sudáfrica fue negra,replied_to
David Aguilar,394218164,False,Davyrke,Cdmx,2022-11-21 18:24:42+00:00,False,en,1594758720516341760,['1594758720516341760'],Twitter for iPhone,@miseleccionmxEN @miseleccionmx @AGuardado18 Hes trash😂😂,replied_to
Joss,161820374,False,LaHermana7,Costa Rica,2022-11-21 18:24:42+00:00,False,art,1594758717525868545,['1594758717525868545'],Twitter for iPhone,🥹… https://t.co/7NdP1bq6C9,quoted
Alvaro Quezada,1026267843694755840,False,ThisIsAlQuezada,"San Fernando, CA",2022-11-21 18:24:38+00:00,False,es,1594758701780725760,['1594758701780725760'],Twitter for Android,@miseleccionmx Espero que ganen mucho hate por parte de los demás,replied_to
Horacio Alejandro Aranda Guereca. 🇲🇽🏳🕊️🚛,106181984,False,harandaguereca,"Guadalupe Victoria, Durango",2022-11-21 18:24:14+00:00,False,es,1594758600492470272,['1594758600492470272'],Twitter for iPhone,"Lpm, me hicieron llorar estos ogts https://t.co/mYcbDTuKwz",quoted
Telemundo Deportes,63818752,True,TelemundoSports,,2022-11-21 18:24:13+00:00,False,es,1594758598722297856,['1594758598722297856'],Twitter for iPhone,YA VENGO VOY A LLAMAR A PAPI https://t.co/X1iBqXIIOu,quoted
Ritch,2987286012,False,prodricardom,"Puebla, México",2022-11-21 18:23:52+00:00,False,es,1594758509173690368,['1594758509173690368'],Twitter for Android,@miseleccionmx @HenryMartinM De seguro si 🤩,replied_to
TV Azteca Deportes,40131441,True,AztecaDeportes,México,2022-11-21 18:23:35+00:00,False,es,1594758437618843649,['1594758437618843649'],Twitter for Android,@miseleccionmx A romperla cabrones! Están los que están! Rompanse la madre,replied_to
SUPREMO,982390333706260481,False,Supremo_345,"Coahuila, México",2022-11-21 18:23:24+00:00,False,es,1594758393482330116,['1594758393482330116'],Twitter for iPhone,@VillasArmy vamos Mexico #ATX #WorldCup2022 @miseleccionmxEN @miseleccionmx https://t.co/uda8RRTyUs,
Consul🫡,1519803991160504321,False,SanchezConsul19,,2022-11-21 18:22:56+00:00,False,qme,1594758276578955264,['1594758276578955264'],Twitter for Android,@miseleccionmx https://t.co/KXdsIMKBDF,replied_to
Mr. Cris tors,774652086466162688,False,Mr_Tors_cris,,2022-11-21 18:22:56+00:00,False,qme,1594758276272504849,['1594758276272504849'],Twitter for Android,@fercuetara @_JosephOG @miseleccionmx https://t.co/s7eSvziGzb,replied_to
Eros Ángel,3313510490,False,abelmontr,,2022-11-21 18:22:50+00:00,False,es,1594758249600933888,['1594758249600933888'],Twitter for iPhone,"No mamen, si me llegó este video :( 
Y mi primera decepción fue cuando el Cabrito falló un gol clarísimo y poquito después cayó el gol de Klinsmann :( https://t.co/sK2CpSlLC7",quoted
Adrián Morlet,1258431761014329345,False,adrianmorlet16,,2022-11-21 18:22:42+00:00,False,qme,1594758216851800082,['1594758216851800082'],Twitter for Android,@el_masgrande13 @miseleccionmx @ClubAmerica https://t.co/jKxyvsL4Jk,replied_to
Randall Alpizar ⚽📷,454646669,False,AlpizarRandall,"Escazu, Costa Rica",2022-11-21 18:22:23+00:00,False,es,1594758136673378304,['1594758136673378304'],Twitter for Android,"@miseleccionmx @Raul_Jimenez9 @yosoy8a Si no hubiera algo  para que justificar o defender ? En el fondo todo el grupo de esta selección saben que esta mal, y ahi llevaran su penitencia como pocas veces a esta selección se le quiere ver mal ,humillada y es por como se han echo las cosas",replied_to
ramon,1533817056033853440,False,ramon925800121,,2022-11-21 18:22:21+00:00,False,es,1594758126024146954,['1594758126024146954'],Twitter for iPhone,Quiero estar sola y llorar el resto del día 🥺 https://t.co/lffDXB2Ubj,quoted
China güerita ♀✨,1260759754579771393,False,BombaSenorita,,2022-11-21 18:22:17+00:00,False,es,1594758112338223105,['1594758112338223105'],Twitter for iPhone,"@mauriciopedroza Pues, agárrate, porque quizás mañana Funes Mori o Jiménez salgan de titular con @miseleccionmx 🤷🏽‍♂️",replied_to
Nanchi🐉,750105036,False,nancygngn,"Guadalajara, Jalisco",2022-11-21 18:22:03+00:00,False,es,1594758051453616158,['1594758051453616158'],Twitter for iPhone,"El @ClubAmerica es el máximo proveedor de jugadores para @miseleccionmx en los Mundiales.

A lo largo de 17 Copas del Mundo en las que 🇲🇽 ha participado, las Águilas han aportado a 52 jugadores, dejando a Chivas en 2do con 48.

Solo en Suecia 58, el Tri no tuvo jugadores del 🦅 https://t.co/PuKjrAuof1",
luis fernando,177826875,False,priehn,Cuernavaca,2022-11-21 18:21:58+00:00,False,es,1594758032424058881,['1594758032424058881'],TweetDeck,"No, qué cerotes. 
Cómo me van a hacer llorar en pleno almuerzo?????? https://t.co/nsTfrD9YMy",quoted
Edel Vega,1018371499433086976,False,edel_perezv,,2022-11-21 18:21:58+00:00,False,es,1594758031274745856,['1594758031274745856'],Twitter for iPhone,@RaulOrvananos @miseleccionmx Será que busca ser el portero mexicano con más goles recibidos?,replied_to
César Toriz,249399944,False,cHicHaRo___,"Los Angeles, CA",2022-11-21 18:21:50+00:00,False,es,1594757996181344262,['1594757996181344262'],Twitter for Android,"Las únicas noticias que estaré compartiendo torno al #MundialQatar2022 #FIFAWorldCup incluso las que tengan que ver con @miseleccionmx, serán aquellas que versen sobre el reclamo ante la situación de los derechos humanos que viven tanto en Catar como en México, próximo anfitrión. https://t.co/UAbqjnIcg4",
Hilario Angel Montes,1398853472133562369,False,HilarioAngelM17,,2022-11-21 18:21:40+00:00,False,es,1594757955332751361,['1594757955332751361'],Twitter Web App,"😮 ¡Con más chance!

😱 Según una universidad, @USMNT tiene más posibilidades de llevarse la @FIFAWorldCup que @miseleccionmx 

Conoce los detalles ➡️ https://t.co/A6WAnnhlKi

📺 Telemundo la casa de la Copa Mundial #Qatar2022 

#MundialTelemundo #ElMundialLoEsTodo https://t.co/0Mtrwdn2t5",
Chris 7-0 👀💙🤧,1379185964434792453,False,chrisbluered,"Zapopan, Jalisco",2022-11-21 18:21:34+00:00,False,qme,1594757932604088321,['1594757932604088321'],Twitter Web App,@record_mexico @m_ebrard @miseleccionmx @JaffetRamos #LordFifi,replied_to
Panbolero de banqueta,185527190,False,elpanbolero,Mexico,2022-11-21 18:21:19+00:00,False,es,1594757866111479808,['1594757866111479808'],TweetDeck,"¡EL ÚLTIMO ENTRENAMIENTO DE MÉXICO ANTES DE DEBUTAR CON POLONIA! 🇲🇽🇵🇱

Todo listo para el debut de @miseleccionmx en el Mundial de Qatar 2022 🇲🇽

@OmarVV9 con el reporte desde tierras mundialistas 

#ElCanalDelMundial #SoloTienesQueDesearlo #seleccionmexicana #México https://t.co/ZfYwqlqmS5",
ℰ𝓇𝒾𝒸𝓀,766321467369938944,False,eri_gonpz,"Puebla, México",2022-11-21 18:21:10+00:00,False,es,1594757830430670850,['1594757830430670850'],Twitter Web App,@miseleccionmx Es mejor demostrarlo en la cancha el día de mañana.,replied_to
Galindo,1845082034,False,galindop10,houston tx,2022-11-21 18:20:56+00:00,False,es,1594757772859555848,['1594757772859555848'],Twitter for iPhone,"@Bandidosfrasess MÉXICO, VAMOOOOOOS @miseleccionmx vamos a ser campeones por un carajo ❤️❤️❤️❤️❤️❤️❤️❤️",replied_to
David Sanchez,1231936652,False,DavidSanchez500,,2022-11-21 18:20:52+00:00,False,es,1594757753205297152,['1594757753205297152'],Twitter Web App,"@miseleccionmx @HenryMartinM Suerte si vas de titular, pero mínimo pelea y ve al choque, que sirvan de algo los músculos que tanto presumes en tus festejos de liga mx.",replied_to
El CHEMIN,851119513072435200,False,ElChemin1,Estados Unidos,2022-11-21 18:20:50+00:00,False,es,1594757745705631757,['1594757745705631757'],Twitter for Android,@miseleccionmx @yosoy8a Jajajajajaja oilo. El que se le caen los calzones cuando mandan un tiro de esquina 😂 hablando. Este porterucho es un chiste,replied_to
Don J,1562893524294836226,False,chapinmx,Distrito Federal,2022-11-21 18:20:44+00:00,False,es,1594757722674708495,['1594757722674708495'],Twitter for Android,Ptm hoy se llora todo el día y mañana con la ilusión a tope. https://t.co/qY7ojILPgA,quoted
Herr Velázquez,1541481670540394496,False,Alucard1920002,,2022-11-21 18:20:43+00:00,False,es,1594757716928614401,['1594757716928614401'],Twitter for iPhone,La historia de mi vida 🥹😭💔 https://t.co/NHnpp9TdBY,quoted
Luis Figueroa,288507892,False,luisfigueroas_,"Guadalajara, Jalisco",2022-11-21 18:20:41+00:00,False,es,1594757707147288580,['1594757707147288580'],Twitter Web App,@miseleccionmx A martino le pagaron para que ochoa sea titular y espero que asi sea y que juegue los 90 minutos en los 3 unicos partidos que jugara mexico para que los 10 a 12 goles que le meteran a mexico se los trague todos el hijo de puta de guillermo ochoa y asi ochoa sea mas historico,replied_to
Hablando de Futbol con Charly,1554865706084274178,False,FutbolConCharly,CDMX,2022-11-21 18:20:30+00:00,False,es,1594757663048482832,['1594757663048482832'],Twitter for Android,Así me despertaba mi papá desde chiquita 🥺🥺🥺🥺🥺 https://t.co/p9iVjEaXct,quoted
Ocelotl,1482408436763611152,False,Ocelotl86,Tenochtitlan CDMX ,2022-11-21 18:20:27+00:00,False,es,1594757649417084928,['1594757649417084928'],Twitter for iPhone,Gracias por regalarme este sentimiento Papá 🥺 https://t.co/SfdPF758Tx,quoted
Carlos S.,992807472703258624,False,casalasv,Centroamérica,2022-11-21 18:20:16+00:00,False,es,1594757603954933762,['1594757603954933762'],Twitter for Android,"@RaulOrvananos @miseleccionmx Fuera Funes Mori, México para los mexicanos, y no por conveniencia",replied_to
Rodrigo Díaz Moreno,68719870,False,TigerDiaz,Saltillo. iii yñor!!,2022-11-21 18:20:10+00:00,False,es,1594757579133042699,['1594757579133042699'],Twitter for iPhone,@miseleccionmx A unas horas de que polonia 🇵🇱 exhiba la decadencias,replied_to
Christian the gamee,1583231058182434816,False,Christiangameee,Cdmx,2022-11-21 18:19:59+00:00,False,qme,1594757533893279750,['1594757533893279750'],Twitter for iPhone,@fifaworldcup_es @CruzAzul @CharlyRdz @AntunaUriel @miseleccionmx https://t.co/Uq4vxdFECb,replied_to
Francisco Ontiveros,1220949625592565760,False,Francis87890962,,2022-11-21 18:19:59+00:00,False,es,1594757533767450641,['1594757533767450641'],Twitter for Android,@Andres_Vaca_ @miseleccionmx Tanto pinché miedo a Lewangoski. Serán 11 contra 11. No debe haber pretextos.,replied_to
César Guzmán Salazar,1593791606032769024,False,LoeraZambada,"Tulancingo de Bravo, Hidalgo",2022-11-21 18:19:51+00:00,False,es,1594757497499303942,['1594757497499303942'],Twitter for Android,@miseleccionmx Chinguen a su Madre,replied_to
ESTEBAN,752974118350270464,False,estebantaker,"Tampico, Tamaulipas",2022-11-21 18:19:24+00:00,False,es,1594757386912542720,['1594757386912542720'],Twitter for iPhone,@miseleccionmx @Raul_Jimenez9 @yosoy8a Corruptos!,replied_to
🏈 José Luis 🐎 (3-7),857250980,False,jlgnike10,texcoco ,2022-11-21 18:19:24+00:00,False,pt,1594757385993732128,['1594757385993732128'],Twitter for iPhone,@miseleccionmx @yosoy8a Coladera https://t.co/EFXYIoqwM0,replied_to
Ulises Galvan,3952306933,False,ulisesgalvanr1,,2022-11-21 18:19:23+00:00,False,es,1594757381187325952,['1594757381187325952'],Twitter for Android,@miseleccionmx @Raul_Jimenez9 @yosoy8a Amigos????? Compañeros🤭🤣🤣,replied_to
Jorge Galindo,1343964995449663495,False,JorgeGa47917809,,2022-11-21 18:19:06+00:00,False,es,1594757308168503296,['1594757308168503296'],Twitter for Android,@KatiiaMunguia @miseleccionmx Lo más seguro es que va a ir al estadio,replied_to
Luciana,989452986,False,lu_masis,"Cartago, Costa Rica",2022-11-21 18:19:05+00:00,False,es,1594757304691343361,['1594757304691343361'],Twitter for iPhone,@miseleccionmx Hechos no palabras  por favor,replied_to
🇲🇽Chava🎄,305351922,False,BanuelosChava,,2022-11-21 18:19:04+00:00,False,es,1594757300769669123,['1594757300769669123'],Twitter Web App,@miseleccionmx Ganen mancos,replied_to
LA NOVENA,258172213,False,juanma_789_,,2022-11-21 18:19:00+00:00,False,es,1594757286152769543,['1594757286152769543'],Twitter for Android,"@miseleccionmx - Si, ya estamos listos, bueno, solo que me engrasen bien mis rueditas, y que actualice la base de datos de virus https://t.co/ROxfmPPLfk",replied_to
trymy,1540763697223589888,False,Dizzi_172,"Los Angeles, CA",2022-11-21 18:18:52+00:00,False,es,1594757250006061056,['1594757250006061056'],Twitter for iPhone,Estoy amando los videos de la afición que fue a apoyar a la @miseleccionmx en #QatarWorldCup2022,
Martín León,799032803270807558,False,marttinleon,,2022-11-21 18:18:45+00:00,False,es,1594757220746543115,['1594757220746543115'],Twitter for iPhone,"VÍDEO | @miseleccionmx llega con saldo de 3 triunfos, 2 empates y 3 derrotas ante Polonia. Conoce cómo les fue en su único antecedente en Mundiales 

https://t.co/TLmmWP6eJG 

#SeleccionMexicana  #MexicovsPolonia #qatar2022 https://t.co/p3eA7g1NQs",
Javero_,408586782,False,huetzin_c,México DF,2022-11-21 18:18:36+00:00,False,es,1594757183635341326,['1594757183635341326'],Twitter for Android,"@miseleccionmx @Raul_Jimenez9 @yosoy8a COMO LO APADRINA TELEVISA 
HARAN LO QUE LES VENGA EN GANA https://t.co/j5uT0W1HnF",replied_to
Luis Castro Cabrera,26880549,False,LuisHCCDev,"Tampa, FL",2022-11-21 18:18:35+00:00,False,es,1594757181425209344,['1594757181425209344'],Twitter for Android,"@miseleccionmx Pues, échenle ganas.",replied_to
Alpha Romeo,1450646565031456769,False,AlphaRo40744966,,2022-11-21 18:18:31+00:00,False,es,1594757162953510912,['1594757162953510912'],Twitter for Android,"El tal Tata quiere alinear al NalgaMori mañana en @miseleccionmx 
Que nos calle a Goles.",
Vita🤍,1113265276764733441,False,sanvitaaa,"Monterrey, Nuevo León",2022-11-21 18:18:13+00:00,False,es,1594757087321784320,['1594757087321784320'],Twitter for Android,@miseleccionmx Troncoooooooooos ratones verdes inflados petardos seran exhibidos harán el ridículo bultos,replied_to
Daniel_Flores,275018145,False,DanielFloress_,"Mexico, Queretaro",2022-11-21 18:18:03+00:00,False,es,1594757047219671040,['1594757047219671040'],Twitter for Android,"@miseleccionmx Dejense el alma por la selección, estén bien enfocados y traten de callarnos la boca y ser una selección fuerte y ganar este partido que es clave, vamos equipo vamos México!!! 💚🇲🇽",replied_to
RDKL,1262182032597123072,False,pinchechairo10,,2022-11-21 18:17:59+00:00,False,es,1594757027649183746,['1594757027649183746'],Twitter for Android,Por eso no nos quieren en USA por eso no hablen las fronteras gracias q estén bien esto es por @miseleccionmx por un México q no se deja de los otros países q se sienten más q nosotros,replied_to
GUILLERMO MOLINA,1120787157000568833,False,WillhemGuillau1,"Aguascalientes, México",2022-11-21 18:17:53+00:00,False,es,1594757002286489600,['1594757002286489600'],Twitter for Android,"@Andres_Vaca_ @miseleccionmx Nunca me ha gustado el 4-3-3 del Tata, no me gusta que solo haya un contención si yo fuera el DT pondría mejor x los jugadores que tenemos está formación un 4-2-3-1 y si un solo delantero que si Jiménez estuviera sano sería mejor pero pues es lo que hay 🤷🏻‍♂️ https://t.co/LWPRolezm1",replied_to
